OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,OrderValue,OrderStatus,IsBlackFriday
22366,2024-10-14,C0451,P0016,1,56.66,0.0,56.66,Completed,No
22367,2024-10-14,C0218,P0017,1,56.11,0.0,56.11,Completed,No
22368,2024-10-14,C0215,P0006,2,56.22,0.0,112.44,Completed,No
22369,2024-10-14,C0161,P0018,1,14.28,0.0,14.28,Completed,No
22370,2024-10-14,C0041,P0018,1,34.86,0.0,34.86,Completed,No
22371,2024-10-14,C0329,P0031,3,65.84,0.0,197.52,Completed,No
22372,2024-10-14,C0092,P0038,2,55.19,0.0,110.38,Completed,No
22373,2024-10-14,C0495,P0031,1,23.87,0.0,23.87,Completed,No
22374,2024-10-14,C0453,P0026,2,27.9,0.0,55.8,Completed,No
22375,2024-10-14,C0178,P0021,1,26.75,0.0,26.75,Completed,No
22376,2024-10-14,C0302,P0017,1,33.27,0.0,33.27,Completed,No
22377,2024-10-14,C0324,P0026,2,76.12,0.0,152.24,Completed,No
22378,2024-10-14,C0344,P0031,1,18.84,0.0,18.84,Completed,No
22379,2024-10-14,C0329,P0037,4,42.01,0.0,168.04,Completed,No
22380,2024-10-14,C0205,P0002,2,68.28,0.0,136.56,Completed,No
22381,2024-10-15,C0283,P0039,4,60.17,0.0,240.68,Completed,No
22382,2024-10-15,C0085,P0024,2,78.05,0.0,156.1,Completed,No
22383,2024-10-15,C0180,P0024,1,46.73,0.0,46.73,Completed,No
22384,2024-10-15,C0210,P0025,1,12.32,0.0,12.32,Completed,No
22385,2024-10-15,C0306,P0018,1,27.1,0.0,27.1,Completed,No
22386,2024-10-15,C0240,P0006,1,73.76,0.0,73.76,Completed,No
22387,2024-10-15,C0021,P0010,1,38.08,0.0,38.08,Completed,No
22388,2024-10-15,C0248,P0009,4,77.57,0.0,310.28,Completed,No
22389,2024-10-15,C0022,P0027,1,39.61,0.0,39.61,Completed,No
22390,2024-10-15,C0062,P0004,1,15.98,0.0,15.98,Completed,No
22391,2024-10-15,C0211,P0003,1,38.83,0.0,38.83,Completed,No
22392,2024-10-15,C0100,P0011,1,34.19,0.0,34.19,Completed,No
22393,2024-10-15,C0420,P0020,4,15.27,0.0,61.08,Completed,No
22394,2024-10-15,C0395,P0034,1,32.71,0.0,32.71,Completed,No
22395,2024-10-15,C0406,P0031,1,56.05,0.0,56.05,Completed,No
22396,2024-10-15,C0317,P0008,2,46.56,0.0,93.12,Completed,No
22397,2024-10-15,C0330,P0036,1,47.24,0.0,47.24,Completed,No
22398,2024-10-15,C0101,P0016,1,56.45,0.0,56.45,Completed,No
22399,2024-10-15,C0406,P0002,2,66.82,0.0,133.64,Completed,No
22400,2024-10-15,C0329,P0039,1,43.41,0.0,43.41,Completed,No
22401,2024-10-15,C0117,P0033,1,15.6,0.0,15.6,Completed,No
22402,2024-10-15,C0101,P0004,1,35.59,0.0,35.59,Completed,No
22403,2024-10-15,C0094,P0039,1,54.06,0.0,54.06,Completed,No
22404,2024-10-16,C0464,P0033,3,13.4,0.0,40.2,Completed,No
22405,2024-10-16,C0442,P0019,1,65.55,0.0,65.55,Completed,No
22406,2024-10-16,C0099,P0025,1,19.43,0.0,19.43,Completed,No
22407,2024-10-16,C0319,P0028,1,50.64,0.0,50.64,Completed,No
22408,2024-10-16,C0238,P0038,2,39.67,0.0,79.34,Completed,No
22409,2024-10-16,C0366,P0037,4,24.01,0.0,96.04,Completed,No
22410,2024-10-16,C0075,P0040,1,63.87,0.0,63.87,Completed,No
22411,2024-10-16,C0361,P0016,1,71.52,0.0,71.52,Completed,No
22412,2024-10-16,C0166,P0024,4,77.57,0.0,310.28,Completed,No
22413,2024-10-16,C0215,P0003,3,25.08,0.0,75.24,Completed,No
22414,2024-10-16,C0224,P0039,1,31.02,0.0,31.02,Completed,No
22415,2024-10-16,C0264,P0012,1,27.36,0.0,27.36,Completed,No
22416,2024-10-16,C0054,P0031,1,28.4,0.0,28.4,Completed,No
22417,2024-10-16,C0251,P0031,2,27.81,0.0,55.62,Completed,No
22418,2024-10-16,C0008,P0029,3,20.92,0.0,62.76,Completed,No
22419,2024-10-16,C0379,P0025,2,17.36,0.0,34.72,Completed,No
22420,2024-10-16,C0178,P0008,1,74.43,0.0,74.43,Completed,No
22421,2024-10-16,C0476,P0011,1,24.72,0.0,24.72,Completed,No
22422,2024-10-16,C0442,P0014,1,65.7,0.0,65.7,Completed,No
22423,2024-10-16,C0464,P0033,1,69.45,0.0,69.45,Completed,No
22424,2024-10-16,C0199,P0025,3,41.59,0.0,124.77,Completed,No
22425,2024-10-16,C0201,P0008,2,60.44,0.0,120.88,Completed,No
22426,2024-10-16,C0161,P0032,1,51.88,0.0,51.88,Completed,No
22427,2024-10-16,C0272,P0004,2,46.27,0.0,92.54,Completed,No
22428,2024-10-16,C0246,P0024,1,29.94,0.0,29.94,Completed,No
22429,2024-10-16,C0348,P0040,1,52.3,0.0,52.3,Completed,No
22430,2024-10-17,C0028,P0025,2,59.96,0.0,119.92,Completed,No
22431,2024-10-17,C0148,P0035,1,41.22,0.0,41.22,Completed,No
22432,2024-10-17,C0242,P0012,1,61.35,0.0,61.35,Completed,No
22433,2024-10-17,C0090,P0009,2,66.61,0.0,133.22,Completed,No
22434,2024-10-17,C0192,P0024,2,69.65,0.0,139.3,Completed,No
22435,2024-10-17,C0194,P0039,2,42.96,0.0,85.92,Completed,No
22436,2024-10-17,C0459,P0019,1,10.03,0.0,10.03,Completed,No
22437,2024-10-17,C0188,P0003,1,54.39,0.0,54.39,Completed,No
22438,2024-10-17,C0292,P0017,2,44.86,0.0,89.72,Completed,No
22439,2024-10-17,C0073,P0013,1,13.38,0.0,13.38,Completed,No
22440,2024-10-17,C0127,P0006,1,70.46,0.0,70.46,Completed,No
22441,2024-10-17,C0309,P0001,1,54.69,0.0,54.69,Completed,No
22442,2024-10-17,C0443,P0027,4,60.71,0.0,242.84,Completed,No
22443,2024-10-17,C0339,P0015,1,60.62,0.0,60.62,Completed,No
22444,2024-10-17,C0272,P0019,3,66.56,0.0,199.68,Completed,No
22445,2024-10-17,C0223,P0008,1,38.09,0.0,38.09,Completed,No
22446,2024-10-17,C0389,P0015,1,10.26,0.0,10.26,Completed,No
22447,2024-10-17,C0263,P0003,1,36.57,0.0,36.57,Completed,No
22448,2024-10-17,C0149,P0034,1,63.84,0.0,63.84,Completed,No
22449,2024-10-17,C0298,P0024,2,22.24,0.0,44.48,Completed,No
22450,2024-10-17,C0458,P0002,1,24.81,0.0,24.81,Completed,No
22451,2024-10-17,C0232,P0039,2,25.58,0.0,51.16,Completed,No
22452,2024-10-17,C0124,P0001,1,79.06,0.0,79.06,Completed,No
22453,2024-10-17,C0381,P0013,2,76.28,0.0,152.56,Completed,No
22454,2024-10-18,C0347,P0028,2,61.04,0.0,122.08,Completed,No
22455,2024-10-18,C0432,P0025,2,17.07,0.0,34.14,Completed,No
22456,2024-10-18,C0259,P0006,1,76.2,0.0,76.2,Completed,No
22457,2024-10-18,C0240,P0025,1,42.05,0.0,42.05,Completed,No
22458,2024-10-18,C0369,P0037,1,66.85,0.0,66.85,Completed,No
22459,2024-10-18,C0158,P0019,2,45.27,0.0,90.54,Completed,No
22460,2024-10-18,C0008,P0005,3,78.77,0.0,236.31,Completed,No
22461,2024-10-18,C0170,P0036,1,52.69,0.0,52.69,Completed,No
22462,2024-10-18,C0337,P0029,2,62.52,0.0,125.04,Completed,No
22463,2024-10-18,C0186,P0036,1,23.36,0.0,23.36,Completed,No
22464,2024-10-18,C0254,P0030,1,30.5,0.0,30.5,Completed,No
22465,2024-10-18,C0136,P0004,1,56.74,0.0,56.74,Completed,No
22466,2024-10-18,C0144,P0020,1,29.14,0.0,29.14,Completed,No
22467,2024-10-18,C0210,P0031,1,12.6,0.0,12.6,Completed,No
22468,2024-10-18,C0087,P0039,1,48.71,0.0,48.71,Completed,No
22469,2024-10-18,C0281,P0022,2,56.0,0.0,112.0,Completed,No
22470,2024-10-18,C0430,P0012,1,33.67,0.0,33.67,Completed,No
22471,2024-10-18,C0456,P0008,3,65.25,0.0,195.75,Completed,No
22472,2024-10-19,C0070,P0017,2,32.94,0.0,65.88,Completed,No
22473,2024-10-19,C0185,P0018,1,72.45,0.0,72.45,Completed,No
22474,2024-10-19,C0255,P0032,1,67.6,0.0,67.6,Completed,No
22475,2024-10-19,C0218,P0022,4,39.9,0.0,159.6,Completed,No
22476,2024-10-19,C0082,P0028,2,22.9,0.0,45.8,Completed,No
22477,2024-10-19,C0095,P0001,3,30.26,0.0,90.78,Completed,No
22478,2024-10-19,C0247,P0002,2,65.56,0.0,131.12,Completed,No
22479,2024-10-19,C0308,P0005,2,46.33,0.0,92.66,Completed,No
22480,2024-10-19,C0138,P0010,1,44.21,0.0,44.21,Completed,No
22481,2024-10-19,C0382,P0022,1,30.05,0.0,30.05,Completed,No
22482,2024-10-19,C0241,P0020,1,30.52,0.0,30.52,Completed,No
22483,2024-10-19,C0037,P0012,2,25.39,0.0,50.78,Completed,No
22484,2024-10-19,C0203,P0020,1,62.96,0.0,62.96,Completed,No
22485,2024-10-19,C0495,P0027,1,43.74,0.0,43.74,Completed,No
22486,2024-10-19,C0459,P0008,1,54.65,0.0,54.65,Completed,No
22487,2024-10-19,C0031,P0002,1,23.37,0.0,23.37,Completed,No
22488,2024-10-19,C0287,P0015,2,59.56,0.0,119.12,Completed,No
22489,2024-10-19,C0211,P0030,1,31.54,0.0,31.54,Completed,No
22490,2024-10-19,C0397,P0038,2,51.88,0.0,103.76,Completed,No
22491,2024-10-19,C0067,P0019,3,72.04,0.0,216.12,Completed,No
22492,2024-10-19,C0421,P0026,2,74.7,0.0,149.4,Completed,No
22493,2024-10-19,C0094,P0031,1,64.76,0.0,64.76,Completed,No
22494,2024-10-19,C0145,P0014,1,25.22,0.0,25.22,Completed,No
22495,2024-10-19,C0401,P0032,1,69.31,0.0,69.31,Completed,No
22496,2024-10-19,C0019,P0018,2,42.98,0.0,85.96,Completed,No
22497,2024-10-19,C0479,P0008,1,21.56,0.0,21.56,Completed,No
22498,2024-10-19,C0157,P0014,1,20.3,0.0,20.3,Completed,No
22499,2024-10-19,C0348,P0008,1,68.71,0.0,68.71,Completed,No
22500,2024-10-20,C0264,P0021,3,78.67,0.0,236.01,Completed,No
22501,2024-10-20,C0317,P0036,1,56.65,0.0,56.65,Completed,No
22502,2024-10-20,C0492,P0037,1,30.25,0.0,30.25,Completed,No
22503,2024-10-20,C0494,P0003,2,76.9,0.0,153.8,Completed,No
22504,2024-10-20,C0185,P0013,2,77.33,0.0,154.66,Completed,No
22505,2024-10-20,C0091,P0039,3,61.56,0.0,184.68,Completed,No
22506,2024-10-20,C0168,P0006,2,48.46,0.0,96.92,Completed,No
22507,2024-10-20,C0081,P0040,1,53.5,0.0,53.5,Completed,No
22508,2024-10-20,C0304,P0039,1,21.47,0.0,21.47,Completed,No
22509,2024-10-20,C0464,P0008,1,62.24,0.0,62.24,Completed,No
22510,2024-10-20,C0294,P0040,3,57.48,0.0,172.44,Completed,No
22511,2024-10-20,C0317,P0011,2,39.69,0.0,79.38,Completed,No
22512,2024-10-20,C0369,P0003,2,44.55,0.0,89.1,Completed,No
22513,2024-10-20,C0348,P0030,3,22.08,0.0,66.24,Completed,No
22514,2024-10-20,C0396,P0029,1,78.84,0.0,78.84,Completed,No
22515,2024-10-20,C0363,P0018,2,74.6,0.0,149.2,Completed,No
22516,2024-10-20,C0011,P0012,1,78.66,0.0,78.66,Completed,No
22517,2024-10-20,C0366,P0014,1,23.43,0.0,23.43,Completed,No
22518,2024-10-20,C0336,P0016,2,20.95,0.0,41.9,Completed,No
22519,2024-10-20,C0348,P0032,4,51.66,0.0,206.64,Completed,No
22520,2024-10-20,C0163,P0033,1,22.04,0.0,22.04,Completed,No
22521,2024-10-20,C0084,P0003,1,43.31,0.0,43.31,Completed,No
22522,2024-10-20,C0358,P0038,1,69.22,0.0,69.22,Completed,No
22523,2024-10-20,C0095,P0027,1,65.74,0.0,65.74,Completed,No
22524,2024-10-20,C0444,P0029,1,24.99,0.0,24.99,Completed,No
22525,2024-10-20,C0090,P0014,1,32.97,0.0,32.97,Completed,No
22526,2024-10-20,C0065,P0033,1,39.88,0.0,39.88,Completed,No
22527,2024-10-20,C0337,P0032,2,29.76,0.0,59.52,Completed,No
22528,2024-10-20,C0082,P0016,2,70.49,0.0,140.98,Completed,No
22529,2024-10-20,C0101,P0027,1,78.51,0.0,78.51,Completed,No
22530,2024-10-20,C0452,P0037,4,17.34,0.0,69.36,Completed,No
22531,2024-10-20,C0239,P0016,1,74.53,0.0,74.53,Completed,No
22532,2024-10-21,C0021,P0032,3,65.04,0.0,195.12,Completed,No
22533,2024-10-21,C0188,P0016,1,32.66,0.0,32.66,Completed,No
22534,2024-10-21,C0498,P0024,1,31.94,0.0,31.94,Completed,No
22535,2024-10-21,C0491,P0032,2,50.78,0.0,101.56,Completed,No
22536,2024-10-21,C0436,P0007,1,14.84,0.0,14.84,Completed,No
22537,2024-10-21,C0400,P0035,1,66.75,0.0,66.75,Completed,No
22538,2024-10-21,C0134,P0010,2,45.46,0.0,90.92,Completed,No
22539,2024-10-21,C0444,P0015,3,20.52,0.0,61.56,Completed,No
22540,2024-10-21,C0448,P0006,2,14.42,0.0,28.84,Completed,No
22541,2024-10-21,C0052,P0005,2,25.07,0.0,50.14,Completed,No
22542,2024-10-21,C0244,P0016,1,34.08,0.0,34.08,Completed,No
22543,2024-10-21,C0392,P0030,3,73.69,0.0,221.07,Completed,No
22544,2024-10-21,C0348,P0037,1,53.29,0.0,53.29,Completed,No
22545,2024-10-21,C0441,P0026,1,58.22,0.0,58.22,Completed,No
22546,2024-10-21,C0199,P0037,2,38.76,0.0,77.52,Completed,No
22547,2024-10-21,C0266,P0016,1,31.58,0.0,31.58,Completed,No
22548,2024-10-21,C0276,P0001,2,61.02,0.0,122.04,Completed,No
22549,2024-10-21,C0048,P0012,2,63.38,0.0,126.76,Completed,No
22550,2024-10-21,C0338,P0031,4,30.67,0.0,122.68,Completed,No
22551,2024-10-21,C0273,P0035,1,72.69,0.0,72.69,Completed,No
22552,2024-10-21,C0010,P0021,2,37.18,0.0,74.36,Completed,No
22553,2024-10-21,C0197,P0031,1,34.64,0.0,34.64,Completed,No
22554,2024-10-21,C0062,P0026,2,31.45,0.0,62.9,Completed,No
22555,2024-10-21,C0318,P0040,1,67.93,0.0,67.93,Completed,No
22556,2024-10-21,C0297,P0020,1,16.65,0.0,16.65,Completed,No
22557,2024-10-21,C0287,P0032,1,62.65,0.0,62.65,Completed,No
22558,2024-10-21,C0232,P0040,2,14.74,0.0,29.48,Completed,No
22559,2024-10-22,C0139,P0016,1,26.23,0.0,26.23,Completed,No
22560,2024-10-22,C0305,P0008,2,53.88,0.0,107.76,Completed,No
22561,2024-10-22,C0472,P0019,1,27.88,0.0,27.88,Completed,No
22562,2024-10-22,C0039,P0039,1,74.93,0.0,74.93,Completed,No
22563,2024-10-22,C0425,P0034,4,53.17,0.0,212.68,Completed,No
22564,2024-10-22,C0239,P0035,2,46.82,0.0,93.64,Completed,No
22565,2024-10-22,C0323,P0039,1,55.71,0.0,55.71,Completed,No
22566,2024-10-22,C0126,P0007,3,58.43,0.0,175.29,Completed,No
22567,2024-10-22,C0039,P0025,2,36.27,0.0,72.54,Completed,No
22568,2024-10-22,C0032,P0018,1,32.05,0.0,32.05,Completed,No
22569,2024-10-22,C0204,P0006,3,15.13,0.0,45.39,Completed,No
22570,2024-10-22,C0215,P0037,1,78.38,0.0,78.38,Completed,No
22571,2024-10-22,C0403,P0007,2,62.77,0.0,125.54,Completed,No
22572,2024-10-22,C0437,P0005,1,19.26,0.0,19.26,Completed,No
22573,2024-10-22,C0405,P0040,1,17.68,0.0,17.68,Completed,No
22574,2024-10-22,C0006,P0025,2,60.2,0.0,120.4,Completed,No
22575,2024-10-22,C0275,P0027,1,17.79,0.0,17.79,Completed,No
22576,2024-10-22,C0490,P0008,1,49.96,0.0,49.96,Completed,No
22577,2024-10-22,C0299,P0028,1,34.1,0.0,34.1,Completed,No
22578,2024-10-22,C0381,P0030,2,70.76,0.0,141.52,Completed,No
22579,2024-10-22,C0314,P0012,1,67.8,0.0,67.8,Completed,No
22580,2024-10-22,C0034,P0019,1,43.24,0.0,43.24,Completed,No
22581,2024-10-22,C0143,P0026,1,54.19,0.0,54.19,Completed,No
22582,2024-10-22,C0003,P0006,1,29.18,0.0,29.18,Completed,No
22583,2024-10-22,C0105,P0021,2,76.27,0.0,152.54,Completed,No
22584,2024-10-23,C0386,P0028,1,31.74,0.0,31.74,Completed,No
22585,2024-10-23,C0280,P0015,1,46.3,0.0,46.3,Completed,No
22586,2024-10-23,C0073,P0031,1,19.83,0.0,19.83,Completed,No
22587,2024-10-23,C0368,P0009,2,19.78,0.0,39.56,Completed,No
22588,2024-10-23,C0283,P0034,1,61.09,0.0,61.09,Completed,No
22589,2024-10-23,C0154,P0001,1,73.68,0.0,73.68,Completed,No
22590,2024-10-23,C0251,P0012,3,21.8,0.0,65.4,Completed,No
22591,2024-10-23,C0493,P0025,1,31.86,0.0,31.86,Completed,No
22592,2024-10-23,C0161,P0018,1,70.42,0.0,70.42,Completed,No
22593,2024-10-23,C0297,P0014,2,38.18,0.0,76.36,Completed,No
22594,2024-10-23,C0269,P0015,1,24.37,0.0,24.37,Completed,No
22595,2024-10-23,C0481,P0018,1,48.65,0.0,48.65,Completed,No
22596,2024-10-23,C0496,P0003,1,62.42,0.0,62.42,Completed,No
22597,2024-10-23,C0032,P0027,1,67.89,0.0,67.89,Completed,No
22598,2024-10-23,C0425,P0005,1,53.52,0.0,53.52,Completed,No
22599,2024-10-23,C0213,P0015,1,67.0,0.0,67.0,Completed,No
22600,2024-10-23,C0167,P0024,1,31.41,0.0,31.41,Completed,No
22601,2024-10-23,C0367,P0033,1,62.51,0.0,62.51,Completed,No
22602,2024-10-23,C0317,P0012,1,11.18,0.0,11.18,Completed,No
22603,2024-10-23,C0456,P0025,1,23.54,0.0,23.54,Completed,No
22604,2024-10-23,C0319,P0035,1,67.84,0.0,67.84,Completed,No
22605,2024-10-23,C0316,P0025,1,27.59,0.0,27.59,Completed,No
22606,2024-10-23,C0017,P0027,1,75.71,0.0,75.71,Completed,No
22607,2024-10-24,C0448,P0025,2,14.04,0.0,28.08,Completed,No
22608,2024-10-24,C0476,P0021,3,13.58,0.0,40.74,Completed,No
22609,2024-10-24,C0106,P0005,1,24.21,0.0,24.21,Completed,No
22610,2024-10-24,C0252,P0025,1,12.13,0.0,12.13,Completed,No
22611,2024-10-24,C0346,P0007,1,45.47,0.0,45.47,Completed,No
22612,2024-10-24,C0252,P0007,1,25.34,0.0,25.34,Completed,No
22613,2024-10-24,C0148,P0040,2,39.25,0.0,78.5,Completed,No
22614,2024-10-24,C0039,P0034,1,12.83,0.0,12.83,Completed,No
22615,2024-10-24,C0130,P0010,1,32.14,0.0,32.14,Completed,No
22616,2024-10-24,C0257,P0040,1,60.56,0.0,60.56,Completed,No
22617,2024-10-24,C0015,P0004,1,21.0,0.0,21.0,Completed,No
22618,2024-10-24,C0098,P0008,1,57.17,0.0,57.17,Completed,No
22619,2024-10-24,C0400,P0013,2,72.33,0.0,144.66,Completed,No
22620,2024-10-24,C0146,P0032,2,39.32,0.0,78.64,Completed,No
22621,2024-10-24,C0139,P0025,1,60.68,0.0,60.68,Completed,No
22622,2024-10-24,C0400,P0036,1,76.87,0.0,76.87,Completed,No
22623,2024-10-24,C0295,P0004,2,43.16,0.0,86.32,Completed,No
22624,2024-10-24,C0107,P0008,3,75.77,0.0,227.31,Completed,No
22625,2024-10-24,C0083,P0023,2,70.45,0.0,140.9,Completed,No
22626,2024-10-25,C0340,P0036,1,43.51,0.0,43.51,Completed,No
22627,2024-10-25,C0143,P0001,4,44.49,0.0,177.96,Completed,No
22628,2024-10-25,C0459,P0002,1,79.05,0.0,79.05,Completed,No
22629,2024-10-25,C0062,P0038,1,71.58,0.0,71.58,Completed,No
22630,2024-10-25,C0242,P0007,2,75.23,0.0,150.46,Completed,No
22631,2024-10-25,C0097,P0024,4,67.94,0.0,271.76,Completed,No
22632,2024-10-25,C0352,P0038,1,36.35,0.0,36.35,Completed,No
22633,2024-10-25,C0120,P0007,1,61.18,0.0,61.18,Completed,No
22634,2024-10-25,C0224,P0008,3,75.04,0.0,225.12,Completed,No
22635,2024-10-25,C0317,P0004,1,49.32,0.0,49.32,Completed,No
22636,2024-10-25,C0015,P0023,2,49.14,0.0,98.28,Completed,No
22637,2024-10-25,C0085,P0006,2,53.67,0.0,107.34,Completed,No
22638,2024-10-25,C0445,P0039,1,23.07,0.0,23.07,Completed,No
22639,2024-10-25,C0414,P0011,1,48.85,0.0,48.85,Completed,No
22640,2024-10-25,C0199,P0013,1,79.77,0.0,79.77,Completed,No
22641,2024-10-25,C0297,P0014,1,18.08,0.0,18.08,Completed,No
22642,2024-10-25,C0466,P0009,2,50.03,0.0,100.06,Completed,No
22643,2024-10-25,C0147,P0034,1,57.47,0.0,57.47,Completed,No
22644,2024-10-25,C0020,P0025,2,41.49,0.0,82.98,Completed,No
22645,2024-10-25,C0432,P0033,3,69.94,0.0,209.82,Completed,No
22646,2024-10-25,C0156,P0008,4,48.51,0.0,194.04,Completed,No
22647,2024-10-25,C0288,P0036,1,38.09,0.0,38.09,Completed,No
22648,2024-10-25,C0287,P0005,1,19.46,0.0,19.46,Completed,No
22649,2024-10-25,C0186,P0038,3,23.1,0.0,69.3,Completed,No
22650,2024-10-25,C0291,P0038,1,16.43,0.0,16.43,Completed,No
22651,2024-10-26,C0391,P0008,2,61.69,0.0,123.38,Completed,No
22652,2024-10-26,C0122,P0039,1,57.43,0.0,57.43,Completed,No
22653,2024-10-26,C0160,P0034,3,20.66,0.0,61.98,Completed,No
22654,2024-10-26,C0198,P0040,2,19.93,0.0,39.86,Completed,No
22655,2024-10-26,C0015,P0016,1,70.93,0.0,70.93,Completed,No
22656,2024-10-26,C0256,P0006,2,36.34,0.0,72.68,Completed,No
22657,2024-10-26,C0224,P0004,2,17.85,0.0,35.7,Completed,No
22658,2024-10-26,C0315,P0033,1,37.58,0.0,37.58,Completed,No
22659,2024-10-26,C0494,P0017,3,72.54,0.0,217.62,Completed,No
22660,2024-10-26,C0082,P0021,1,35.61,0.0,35.61,Completed,No
22661,2024-10-26,C0388,P0004,2,50.04,0.0,100.08,Completed,No
22662,2024-10-26,C0401,P0014,2,11.24,0.0,22.48,Completed,No
22663,2024-10-26,C0409,P0016,3,67.57,0.0,202.71,Completed,No
22664,2024-10-26,C0152,P0026,1,30.25,0.0,30.25,Completed,No
22665,2024-10-26,C0498,P0024,1,12.74,0.0,12.74,Completed,No
22666,2024-10-26,C0425,P0027,2,72.19,0.0,144.38,Completed,No
22667,2024-10-26,C0486,P0035,3,75.61,0.0,226.83,Completed,No
22668,2024-10-26,C0230,P0002,1,15.37,0.0,15.37,Completed,No
22669,2024-10-26,C0456,P0023,1,45.57,0.0,45.57,Completed,No
22670,2024-10-26,C0152,P0013,1,35.47,0.0,35.47,Completed,No
22671,2024-10-26,C0036,P0029,2,64.89,0.0,129.78,Completed,No
22672,2024-10-26,C0047,P0027,1,45.63,0.0,45.63,Completed,No
22673,2024-10-26,C0376,P0015,1,75.45,0.0,75.45,Completed,No
22674,2024-10-27,C0117,P0008,1,49.95,0.0,49.95,Completed,No
22675,2024-10-27,C0002,P0021,1,40.44,0.0,40.44,Completed,No
22676,2024-10-27,C0064,P0010,2,21.01,0.0,42.02,Completed,No
22677,2024-10-27,C0394,P0036,1,12.2,0.0,12.2,Completed,No
22678,2024-10-27,C0042,P0024,2,19.76,0.0,39.52,Completed,No
22679,2024-10-27,C0265,P0028,3,30.37,0.0,91.11,Completed,No
22680,2024-10-27,C0382,P0027,3,43.18,0.0,129.54,Completed,No
22681,2024-10-27,C0085,P0036,2,53.93,0.0,107.86,Completed,No
22682,2024-10-27,C0206,P0032,1,14.06,0.0,14.06,Completed,No
22683,2024-10-27,C0401,P0001,2,25.71,0.0,51.42,Completed,No
22684,2024-10-27,C0239,P0031,2,55.34,0.0,110.68,Completed,No
22685,2024-10-27,C0341,P0027,1,59.37,0.0,59.37,Completed,No
22686,2024-10-27,C0438,P0040,1,45.43,0.0,45.43,Completed,No
22687,2024-10-27,C0417,P0009,3,63.28,0.0,189.84,Completed,No
22688,2024-10-27,C0298,P0003,1,53.47,0.0,53.47,Completed,No
22689,2024-10-27,C0323,P0033,1,61.52,0.0,61.52,Completed,No
22690,2024-10-27,C0196,P0012,1,38.42,0.0,38.42,Completed,No
22691,2024-10-27,C0165,P0003,1,70.63,0.0,70.63,Completed,No
22692,2024-10-27,C0213,P0021,2,46.73,0.0,93.46,Completed,No
22693,2024-10-27,C0076,P0021,4,20.76,0.0,83.04,Completed,No
22694,2024-10-27,C0220,P0037,1,35.38,0.0,35.38,Completed,No
22695,2024-10-27,C0459,P0016,1,41.33,0.0,41.33,Completed,No
22696,2024-10-27,C0436,P0011,2,55.78,0.0,111.56,Completed,No
22697,2024-10-27,C0040,P0016,4,71.56,0.0,286.24,Completed,No
22698,2024-10-27,C0332,P0029,1,56.81,0.0,56.81,Completed,No
22699,2024-10-27,C0093,P0004,2,31.77,0.0,63.54,Completed,No
22700,2024-10-27,C0159,P0036,1,60.59,0.0,60.59,Completed,No
22701,2024-10-28,C0149,P0003,4,20.81,0.0,83.24,Completed,No
22702,2024-10-28,C0224,P0031,1,32.71,0.0,32.71,Completed,No
22703,2024-10-28,C0013,P0033,1,11.37,0.0,11.37,Completed,No
22704,2024-10-28,C0016,P0028,1,49.72,0.0,49.72,Completed,No
22705,2024-10-28,C0065,P0032,2,51.51,0.0,103.02,Completed,No
22706,2024-10-28,C0103,P0013,1,12.92,0.0,12.92,Completed,No
22707,2024-10-28,C0299,P0011,1,25.49,0.0,25.49,Completed,No
22708,2024-10-28,C0096,P0004,3,52.33,0.0,156.99,Completed,No
22709,2024-10-28,C0183,P0003,1,49.34,0.0,49.34,Completed,No
22710,2024-10-28,C0296,P0001,2,15.34,0.0,30.68,Completed,No
22711,2024-10-28,C0164,P0023,1,70.56,0.0,70.56,Completed,No
22712,2024-10-28,C0111,P0010,2,76.27,0.0,152.54,Completed,No
22713,2024-10-28,C0495,P0013,2,46.87,0.0,93.74,Completed,No
22714,2024-10-28,C0305,P0019,1,32.29,0.0,32.29,Completed,No
22715,2024-10-28,C0244,P0016,3,29.26,0.0,87.78,Completed,No
22716,2024-10-28,C0193,P0016,1,54.22,0.0,54.22,Completed,No
22717,2024-10-28,C0179,P0027,1,10.61,0.0,10.61,Completed,No
22718,2024-10-28,C0278,P0016,2,59.22,0.0,118.44,Completed,No
22719,2024-10-28,C0039,P0025,2,77.91,0.0,155.82,Completed,No
22720,2024-10-28,C0090,P0027,2,13.96,0.0,27.92,Completed,No
22721,2024-10-28,C0185,P0028,1,68.9,0.0,68.9,Completed,No
22722,2024-10-28,C0008,P0014,1,59.23,0.0,59.23,Completed,No
22723,2024-10-28,C0389,P0017,2,60.2,0.0,120.4,Completed,No
22724,2024-10-28,C0443,P0015,1,10.83,0.0,10.83,Completed,No
22725,2024-10-28,C0005,P0018,1,22.33,0.0,22.33,Completed,No
22726,2024-10-28,C0232,P0011,2,10.59,0.0,21.18,Completed,No
22727,2024-10-28,C0445,P0016,1,24.59,0.0,24.59,Completed,No
22728,2024-10-28,C0064,P0004,2,74.93,0.0,149.86,Completed,No
22729,2024-10-28,C0017,P0007,1,13.36,0.0,13.36,Completed,No
22730,2024-10-28,C0085,P0037,4,16.49,0.0,65.96,Completed,No
22731,2024-10-28,C0301,P0025,1,76.54,0.0,76.54,Completed,No
